User_ID,Device_Type,Location,Auth_Method,Subscription_Plan,Subscription_Type,Subscription_Price,Subscription_Start_Date,Tickets_Raised,Previous_Feedback,Active_Status
USER_0407,Smartphone,Gym_Lobby,Social Login,Premium,Monthly,19.99,2025-06-18 22:04:17.441232,0,Average,Active
USER_0408,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2025-01-26 22:04:17.441232,1,Average,Active
USER_0409,Smart TV,Metro_Station_Exit,OTP Verification,Premium,Yearly,19.99,2026-06-05 22:04:17.441232,1,Good,Active
USER_0410,Smartphone,Main_Square_WiFi,Social Login,Free,N/A,0.0,2026-04-12 22:04:17.441232,1,Average,Active
USER_0411,Smartphone,Main_Square_WiFi,Social Login,Premium,Monthly,19.99,2025-03-29 22:04:17.441232,6,Poor,Inactive
USER_0412,IoT Device,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2025-12-01 22:04:17.441232,1,Average,Active
USER_0413,IoT Device,Innovation_Park_Gate,OTP Verification,Premium,Yearly,19.99,2025-11-14 22:04:17.441232,1,Good,Active
USER_0414,Laptop,TechHub_Cafe,Social Login,Free,N/A,0.0,2025-03-16 22:04:17.441232,1,Average,Active
USER_0415,Laptop,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2024-08-23 22:04:17.441232,0,Good,Active
USER_0416,Smartphone,Central_Park_Bench,Social Login,Free,N/A,0.0,2024-10-04 22:04:17.441232,6,Leave to other provider,Inactive
USER_0417,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-04-12 22:04:17.441232,1,Average,Active
USER_0418,Smartphone,Shopping_Mall_Entrance,Social Login,Premium,Monthly,19.99,2025-09-08 22:04:17.441232,5,Leave to other provider,Inactive
USER_0419,Laptop,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2025-04-11 22:04:17.441232,0,Average,Active
USER_0420,Tablet,Innovation_Park_Gate,Social Login,Basic,Yearly,9.99,2024-08-16 22:04:17.441232,0,Awesome,Active
USER_0421,Tablet,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2024-07-05 22:04:17.441232,4,Poor,Active
USER_0422,Tablet,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2025-06-08 22:04:17.441232,8,Leave to other provider,Inactive
USER_0423,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2024-11-12 22:04:17.441232,4,Poor,Active
USER_0424,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-04-15 22:04:17.441232,6,Poor,Active
USER_0425,Smartphone,City_Library_Zone,Captive Portal,Family,Monthly,29.99,2025-03-27 22:04:17.441232,1,Average,Active
USER_0426,Laptop,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-12-14 22:04:17.441232,1,Average,Active
USER_0427,Smartphone,Shopping_Mall_Entrance,Captive Portal,Basic,Monthly,9.99,2025-09-27 22:04:17.441232,4,Poor,Active
USER_0428,Smart TV,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2026-01-17 22:04:17.441232,1,Good,Active
USER_0429,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2026-06-24 22:04:17.441232,0,Awesome,Active
USER_0430,Smartphone,Shopping_Mall_Entrance,Social Login,Basic,Monthly,9.99,2025-09-12 22:04:17.441232,0,Awesome,Active
USER_0431,Smartphone,City_Library_Zone,WPA2-Enterprise,Premium,Monthly,19.99,2026-01-27 22:04:17.441232,0,Good,Active
USER_0432,Tablet,CoWorking_Space_A,OTP Verification,Free,N/A,0.0,2024-07-11 22:04:17.441232,7,Leave to other provider,Inactive
USER_0433,Laptop,Innovation_Park_Gate,Social Login,Free,N/A,0.0,2024-10-24 22:04:17.441232,5,Poor,Inactive
USER_0434,Smartphone,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2024-09-17 22:04:17.441232,0,Good,Active
USER_0435,Smartphone,Metro_Station_Exit,Captive Portal,Free,N/A,0.0,2026-06-09 22:04:17.441232,5,Leave to other provider,Inactive
USER_0436,Laptop,TechHub_Cafe,Social Login,Free,N/A,0.0,2024-12-01 22:04:17.441232,0,Average,Active
USER_0437,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Business,Monthly,49.99,2026-01-11 22:04:17.441232,0,Good,Active
USER_0438,Tablet,Shopping_Mall_Entrance,WPA2-Enterprise,Premium,Monthly,19.99,2024-08-07 22:04:17.441232,1,Good,Active
USER_0439,Laptop,Gym_Lobby,WPA2-Enterprise,Premium,Monthly,19.99,2025-07-15 22:04:17.441232,0,Average,Active
USER_0440,Smartphone,Main_Square_WiFi,Social Login,Basic,Monthly,9.99,2026-02-18 22:04:17.441232,0,Awesome,Active
USER_0441,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2026-01-18 22:04:17.441232,3,Poor,Active
USER_0442,IoT Device,Shopping_Mall_Entrance,Captive Portal,Basic,Monthly,9.99,2024-11-30 22:04:17.441232,1,Good,Active
USER_0443,Smartphone,Innovation_Park_Gate,OTP Verification,Premium,Monthly,19.99,2025-09-15 22:04:17.441232,0,Good,Active
USER_0444,Smartphone,Food_Court_WiFi,Social Login,Premium,Yearly,19.99,2024-11-09 22:04:17.441232,7,Leave to other provider,Inactive
USER_0445,Tablet,Metro_Station_Exit,Captive Portal,Free,N/A,0.0,2024-08-13 22:04:17.441232,0,Awesome,Active
USER_0446,IoT Device,Metro_Station_Exit,WPA2-Enterprise,Basic,Monthly,9.99,2025-05-13 22:04:17.441232,0,Good,Active
USER_0447,IoT Device,City_Library_Zone,Social Login,Basic,Yearly,9.99,2025-07-10 22:04:17.441232,1,Good,Active
USER_0448,Tablet,Central_Park_Bench,Captive Portal,Family,Monthly,29.99,2024-08-11 22:04:17.441232,6,Poor,Inactive
USER_0449,Smartphone,City_Library_Zone,WPA2-Enterprise,Premium,Monthly,19.99,2025-07-03 22:04:17.441232,1,Good,Active
USER_0450,Smartphone,Gym_Lobby,WPA2-Enterprise,Basic,Monthly,9.99,2025-02-02 22:04:17.441232,0,Awesome,Active
USER_0451,Tablet,Food_Court_WiFi,OTP Verification,Free,N/A,0.0,2026-05-31 22:04:17.441232,6,Leave to other provider,Inactive
USER_0452,Laptop,Central_Park_Bench,Captive Portal,Premium,Monthly,19.99,2025-03-14 22:04:17.441232,1,Good,Active
USER_0453,Smartphone,Main_Square_WiFi,Social Login,Free,N/A,0.0,2026-05-15 22:04:17.441232,0,Awesome,Active
USER_0454,Smart TV,Innovation_Park_Gate,Social Login,Basic,Monthly,9.99,2024-10-15 22:04:17.441232,3,Poor,Active
USER_0455,Smartphone,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2025-06-29 22:04:17.441232,0,Awesome,Active
USER_0456,Smartphone,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2026-01-26 22:04:17.441232,0,Awesome,Active
USER_0457,Smartphone,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2025-08-22 22:04:17.441232,5,Leave to other provider,Inactive
USER_0458,Smartphone,Central_Park_Bench,WPA2-Enterprise,Basic,Monthly,9.99,2026-03-29 22:04:17.441232,0,Awesome,Active
USER_0459,Smartphone,Central_Park_Bench,Captive Portal,Family,Yearly,29.99,2024-12-07 22:04:17.441232,0,Awesome,Active
USER_0460,Smartphone,Innovation_Park_Gate,Social Login,Free,N/A,0.0,2025-03-01 22:04:17.441232,5,Leave to other provider,Inactive
USER_0461,Smartphone,CoWorking_Space_A,Captive Portal,Basic,Monthly,9.99,2024-12-15 22:04:17.441232,4,Poor,Inactive
USER_0462,Laptop,Metro_Station_Exit,Social Login,Basic,Monthly,9.99,2024-12-30 22:04:17.441232,0,Good,Active
USER_0463,Laptop,Metro_Station_Exit,Captive Portal,Free,N/A,0.0,2025-08-28 22:04:17.441232,1,Average,Active
USER_0464,Laptop,TechHub_Cafe,Captive Portal,Family,Yearly,29.99,2024-07-27 22:04:17.441232,0,Good,Active
USER_0465,IoT Device,Gym_Lobby,Captive Portal,Free,N/A,0.0,2025-01-01 22:04:17.441232,4,Poor,Inactive
USER_0466,Smartphone,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2025-06-07 22:04:17.441232,1,Good,Active
USER_0467,Smartphone,Main_Square_WiFi,Social Login,Premium,Monthly,19.99,2025-08-27 22:04:17.441232,0,Awesome,Active
USER_0468,Smart TV,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2026-05-18 22:04:17.441232,0,Good,Active
USER_0469,Smartphone,Shopping_Mall_Entrance,Captive Portal,Premium,Yearly,19.99,2025-03-13 22:04:17.441232,0,Awesome,Active
USER_0470,IoT Device,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2025-04-01 22:04:17.441232,1,Average,Active
USER_0471,Smartphone,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2024-12-12 22:04:17.441232,3,Poor,Inactive
USER_0472,IoT Device,Shopping_Mall_Entrance,Captive Portal,Premium,Yearly,19.99,2026-06-20 22:04:17.441232,1,Good,Active
USER_0473,Smartphone,Shopping_Mall_Entrance,Captive Portal,Basic,Monthly,9.99,2024-10-20 22:04:17.441232,1,Average,Active
USER_0474,Smart TV,Central_Park_Bench,OTP Verification,Family,Monthly,29.99,2025-07-28 22:04:17.441232,0,Good,Active
USER_0475,Laptop,TechHub_Cafe,Captive Portal,Family,Yearly,29.99,2024-08-10 22:04:17.441232,0,Awesome,Active
USER_0476,IoT Device,Metro_Station_Exit,Social Login,Family,Monthly,29.99,2025-10-26 22:04:17.441232,0,Good,Active
USER_0477,Smartphone,Main_Square_WiFi,Captive Portal,Basic,Monthly,9.99,2025-02-14 22:04:17.441232,1,Average,Inactive
USER_0478,Laptop,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2025-01-22 22:04:17.441232,8,Leave to other provider,Inactive
USER_0479,IoT Device,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2025-10-16 22:04:17.441232,0,Awesome,Active
USER_0480,Laptop,Central_Park_Bench,WPA2-Enterprise,Basic,Monthly,9.99,2025-06-25 22:04:17.441232,6,Leave to other provider,Inactive
USER_0481,Laptop,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2025-05-10 22:04:17.441232,0,Awesome,Active
USER_0482,Laptop,Main_Square_WiFi,Captive Portal,Family,Monthly,29.99,2025-02-20 22:04:17.441232,0,Good,Inactive
USER_0483,Smartphone,Central_Park_Bench,WPA2-Enterprise,Family,Monthly,29.99,2025-02-15 22:04:17.441232,6,Poor,Active
USER_0484,Laptop,Metro_Station_Exit,WPA2-Enterprise,Basic,Monthly,9.99,2024-07-26 22:04:17.441232,0,Good,Active
USER_0485,Laptop,Metro_Station_Exit,WPA2-Enterprise,Free,N/A,0.0,2026-05-08 22:04:17.441232,4,Poor,Inactive
USER_0486,Smart TV,Metro_Station_Exit,OTP Verification,Basic,Yearly,9.99,2025-01-15 22:04:17.441232,0,Good,Active
USER_0487,Smartphone,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2025-08-14 22:04:17.441232,0,Good,Active
USER_0488,Smartphone,TechHub_Cafe,Captive Portal,Business,Monthly,49.99,2025-06-03 22:04:17.441232,0,Good,Active
USER_0489,IoT Device,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2025-04-13 22:04:17.441232,0,Good,Active
USER_0490,Smart TV,Gym_Lobby,Captive Portal,Free,N/A,0.0,2024-09-11 22:04:17.441232,2,Average,Active
USER_0491,Smartphone,City_Library_Zone,WPA2-Enterprise,Family,Monthly,29.99,2025-04-13 22:04:17.441232,1,Average,Active
USER_0492,Laptop,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2025-06-26 22:04:17.441232,6,Leave to other provider,Inactive
USER_0493,Smartphone,Innovation_Park_Gate,Captive Portal,Basic,Monthly,9.99,2026-04-19 22:04:17.441232,1,Average,Active
USER_0494,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Business,Monthly,49.99,2025-12-05 22:04:17.441232,0,Awesome,Active
USER_0495,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-08-15 22:04:17.441232,8,Leave to other provider,Inactive
USER_0496,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Premium,Yearly,19.99,2026-05-28 22:04:17.441232,1,Good,Active
USER_0497,Laptop,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-01-02 22:04:17.441232,1,Average,Active
USER_0498,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Yearly,9.99,2025-06-06 22:04:17.441232,0,Awesome,Active
USER_0499,IoT Device,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2024-07-30 22:04:17.441232,0,Awesome,Active
USER_0500,IoT Device,Food_Court_WiFi,Social Login,Basic,Monthly,9.99,2024-10-28 22:04:17.441232,0,Awesome,Active
USER_0501,Laptop,CoWorking_Space_A,Captive Portal,Business,Monthly,49.99,2025-03-26 22:04:17.441232,0,Awesome,Active
USER_0502,Laptop,City_Library_Zone,Captive Portal,Premium,Yearly,19.99,2024-12-31 22:04:17.441232,7,Leave to other provider,Inactive
USER_0503,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Basic,Yearly,9.99,2026-02-16 22:04:17.441232,0,Good,Active
USER_0504,Tablet,Metro_Station_Exit,OTP Verification,Free,N/A,0.0,2025-03-30 22:04:17.441232,0,Good,Inactive
USER_0505,Laptop,Metro_Station_Exit,WPA2-Enterprise,Basic,Monthly,9.99,2024-08-10 22:04:17.441232,0,Awesome,Active
USER_0506,Smartphone,TechHub_Cafe,WPA2-Enterprise,Basic,Monthly,9.99,2024-10-21 22:04:17.441232,0,Average,Active
USER_0507,Smart TV,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2026-03-04 22:04:17.441232,6,Leave to other provider,Inactive
USER_0508,Tablet,CoWorking_Space_A,WPA2-Enterprise,Basic,Yearly,9.99,2025-09-19 22:04:17.441232,0,Average,Active
USER_0509,IoT Device,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2025-06-20 22:04:17.441232,1,Good,Inactive
USER_0510,Laptop,Main_Square_WiFi,Captive Portal,Premium,Monthly,19.99,2025-05-19 22:04:17.441232,4,Poor,Active
USER_0511,Laptop,Metro_Station_Exit,Social Login,Premium,Monthly,19.99,2025-09-21 22:04:17.441232,1,Good,Active
USER_0512,Smartphone,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2026-03-14 22:04:17.441232,0,Good,Active
USER_0513,IoT Device,Gym_Lobby,Social Login,Free,N/A,0.0,2025-12-07 22:04:17.441232,5,Poor,Inactive
USER_0514,Smart TV,Innovation_Park_Gate,OTP Verification,Free,N/A,0.0,2024-10-28 22:04:17.441232,7,Leave to other provider,Inactive
USER_0515,Smartphone,Central_Park_Bench,WPA2-Enterprise,Premium,Yearly,19.99,2025-07-31 22:04:17.441232,0,Good,Active
USER_0516,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Basic,Yearly,9.99,2026-02-12 22:04:17.441232,4,Poor,Active
USER_0517,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-01-12 22:04:17.441232,0,Average,Inactive
USER_0518,Tablet,Food_Court_WiFi,Captive Portal,Family,Monthly,29.99,2025-03-19 22:04:17.441232,0,Awesome,Active
USER_0519,IoT Device,Gym_Lobby,Captive Portal,Family,Monthly,29.99,2024-08-16 22:04:17.441232,5,Poor,Active
USER_0520,Smartphone,Innovation_Park_Gate,OTP Verification,Basic,Monthly,9.99,2026-06-27 22:04:17.441232,1,Average,Active
USER_0521,Laptop,Food_Court_WiFi,Social Login,Free,N/A,0.0,2025-09-21 22:04:17.441232,0,Awesome,Active
USER_0522,Smartphone,City_Library_Zone,Captive Portal,Family,Monthly,29.99,2024-07-03 22:04:17.441232,1,Average,Active
USER_0523,IoT Device,Main_Square_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-12-16 22:04:17.441232,0,Awesome,Inactive
USER_0524,Tablet,Food_Court_WiFi,Social Login,Family,Monthly,29.99,2026-01-04 22:04:17.441232,0,Good,Active
USER_0525,Tablet,Main_Square_WiFi,OTP Verification,Family,Monthly,29.99,2026-06-05 22:04:17.441232,0,Awesome,Active
USER_0526,Smartphone,Innovation_Park_Gate,Social Login,Family,Monthly,29.99,2026-05-19 22:04:17.441232,0,Average,Inactive
USER_0527,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2025-01-19 22:04:17.441232,1,Average,Active
USER_0528,Smartphone,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2025-07-09 22:04:17.441232,2,Average,Active
USER_0529,Smartphone,Gym_Lobby,WPA2-Enterprise,Premium,Monthly,19.99,2025-09-16 22:04:17.441232,1,Good,Active
USER_0530,Smart TV,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2024-09-11 22:04:17.441232,0,Good,Active
USER_0531,Tablet,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2026-05-13 22:04:17.441232,4,Poor,Active
USER_0532,IoT Device,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2025-06-05 22:04:17.441232,3,Poor,Active
USER_0533,IoT Device,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2026-04-01 22:04:17.441232,0,Awesome,Active
USER_0534,Laptop,Gym_Lobby,WPA2-Enterprise,Family,Yearly,29.99,2025-05-19 22:04:17.441232,8,Leave to other provider,Inactive
USER_0535,Tablet,City_Library_Zone,WPA2-Enterprise,Premium,Monthly,19.99,2026-05-12 22:04:17.441232,0,Awesome,Active
USER_0536,IoT Device,Metro_Station_Exit,Captive Portal,Business,Monthly,49.99,2024-11-06 22:04:17.441232,5,Poor,Inactive
USER_0537,Tablet,City_Library_Zone,WPA2-Enterprise,Family,Yearly,29.99,2025-05-05 22:04:17.441232,0,Good,Inactive
USER_0538,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Yearly,19.99,2025-12-03 22:04:17.441232,0,Good,Active
USER_0539,Smartphone,TechHub_Cafe,Captive Portal,Premium,Monthly,19.99,2025-05-14 22:04:17.441232,0,Average,Active
USER_0540,Smartphone,Food_Court_WiFi,Social Login,Family,Yearly,29.99,2026-05-15 22:04:17.441232,0,Awesome,Active
USER_0541,IoT Device,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-08-24 22:04:17.441232,2,Average,Active
USER_0542,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Premium,Monthly,19.99,2025-06-01 22:04:17.441232,0,Good,Active
USER_0543,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2025-08-18 22:04:17.441232,5,Poor,Inactive
USER_0544,Laptop,Innovation_Park_Gate,OTP Verification,Basic,Monthly,9.99,2026-06-15 22:04:17.441232,0,Good,Inactive
USER_0545,Laptop,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2025-04-30 22:04:17.441232,0,Awesome,Inactive
USER_0546,Smartphone,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2026-01-20 22:04:17.441232,1,Average,Active
USER_0547,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2024-11-09 22:04:17.441232,0,Awesome,Active
USER_0548,Laptop,Gym_Lobby,Captive Portal,Basic,Monthly,9.99,2025-01-14 22:04:17.441232,0,Awesome,Active
USER_0549,Laptop,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2025-09-05 22:04:17.441232,8,Leave to other provider,Inactive
USER_0550,Tablet,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2026-05-13 22:04:17.441232,5,Poor,Active
USER_0551,Laptop,Gym_Lobby,OTP Verification,Basic,Monthly,9.99,2025-07-25 22:04:17.441232,5,Poor,Inactive
USER_0552,Smart TV,Central_Park_Bench,Captive Portal,Business,Monthly,49.99,2026-05-26 22:04:17.441232,0,Awesome,Active
USER_0553,Laptop,Main_Square_WiFi,Social Login,Basic,Monthly,9.99,2024-12-27 22:04:17.441232,1,Good,Active
USER_0554,Laptop,TechHub_Cafe,Social Login,Free,N/A,0.0,2026-03-24 22:04:17.441232,0,Average,Active
USER_0555,Smart TV,TechHub_Cafe,WPA2-Enterprise,Free,N/A,0.0,2026-02-04 22:04:17.441232,4,Poor,Active
USER_0556,Smartphone,CoWorking_Space_A,OTP Verification,Premium,Monthly,19.99,2025-05-06 22:04:17.441232,0,Awesome,Active
USER_0557,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Basic,Monthly,9.99,2025-08-21 22:04:17.441232,0,Awesome,Active
USER_0558,Smartphone,Metro_Station_Exit,Captive Portal,Family,Monthly,29.99,2026-01-14 22:04:17.441232,0,Good,Inactive
USER_0559,Tablet,Central_Park_Bench,WPA2-Enterprise,Premium,Yearly,19.99,2024-07-02 22:04:17.441232,1,Good,Active
USER_0560,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Family,Yearly,29.99,2025-05-09 22:04:17.441232,0,Good,Active
USER_0561,Laptop,Innovation_Park_Gate,Captive Portal,Free,N/A,0.0,2025-04-21 22:04:17.441232,5,Poor,Inactive
USER_0562,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Yearly,19.99,2025-02-02 22:04:17.441232,1,Average,Active
USER_0563,Smartphone,City_Library_Zone,Captive Portal,Free,N/A,0.0,2025-09-15 22:04:17.441232,5,Leave to other provider,Inactive
USER_0564,Smartphone,Central_Park_Bench,Captive Portal,Business,Monthly,49.99,2026-02-15 22:04:17.441232,0,Good,Active
USER_0565,Smartphone,TechHub_Cafe,WPA2-Enterprise,Premium,Yearly,19.99,2026-03-15 22:04:17.441232,0,Average,Active
USER_0566,Laptop,Central_Park_Bench,WPA2-Enterprise,Basic,Monthly,9.99,2026-05-03 22:04:17.441232,0,Good,Active
USER_0567,Smartphone,Central_Park_Bench,Captive Portal,Free,N/A,0.0,2025-05-27 22:04:17.441232,3,Poor,Inactive
USER_0568,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-10-21 22:04:17.441232,0,Awesome,Active
USER_0569,Smart TV,Metro_Station_Exit,Social Login,Premium,Monthly,19.99,2025-09-27 22:04:17.441232,0,Good,Active
USER_0570,Smartphone,Central_Park_Bench,Captive Portal,Free,N/A,0.0,2025-09-27 22:04:17.441232,6,Poor,Inactive
USER_0571,Laptop,Main_Square_WiFi,Social Login,Premium,Monthly,19.99,2026-05-24 22:04:17.441232,1,Good,Active
USER_0572,Tablet,Innovation_Park_Gate,Captive Portal,Free,N/A,0.0,2025-02-05 22:04:17.441232,6,Leave to other provider,Inactive
USER_0573,Smartphone,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2025-12-07 22:04:17.441232,4,Poor,Active
USER_0574,Laptop,Main_Square_WiFi,Captive Portal,Family,Monthly,29.99,2025-10-29 22:04:17.441232,0,Good,Active
USER_0575,Smart TV,City_Library_Zone,WPA2-Enterprise,Family,Monthly,29.99,2024-12-22 22:04:17.441232,0,Good,Active
USER_0576,IoT Device,CoWorking_Space_A,WPA2-Enterprise,Family,Yearly,29.99,2026-05-07 22:04:17.441232,0,Awesome,Active
USER_0577,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2024-09-26 22:04:17.441232,2,Average,Active
USER_0578,Smart TV,Innovation_Park_Gate,Captive Portal,Free,N/A,0.0,2025-04-18 22:04:17.441232,3,Poor,Inactive
USER_0579,Smartphone,Innovation_Park_Gate,Social Login,Premium,Monthly,19.99,2025-12-11 22:04:17.441232,0,Good,Active
USER_0580,Smartphone,Central_Park_Bench,Social Login,Basic,Monthly,9.99,2026-05-12 22:04:17.441232,5,Poor,Active
USER_0581,Smartphone,Food_Court_WiFi,Social Login,Basic,Yearly,9.99,2026-04-11 22:04:17.441232,1,Average,Active
USER_0582,IoT Device,CoWorking_Space_A,OTP Verification,Free,N/A,0.0,2026-03-28 22:04:17.441232,3,Poor,Active
USER_0583,Smartphone,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2025-06-10 22:04:17.441232,5,Poor,Active
USER_0584,Smartphone,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2024-10-05 22:04:17.441232,4,Poor,Active
USER_0585,Laptop,City_Library_Zone,Captive Portal,Family,Monthly,29.99,2025-02-27 22:04:17.441232,0,Average,Active
USER_0586,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-05-21 22:04:17.441232,8,Leave to other provider,Inactive
USER_0587,Smartphone,Central_Park_Bench,Captive Portal,Premium,Monthly,19.99,2025-05-15 22:04:17.441232,1,Good,Active
USER_0588,Smartphone,Metro_Station_Exit,Social Login,Free,N/A,0.0,2025-02-17 22:04:17.441232,4,Poor,Inactive
USER_0589,Smartphone,TechHub_Cafe,Captive Portal,Premium,Monthly,19.99,2025-01-21 22:04:17.441232,2,Average,Active
USER_0590,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2024-11-29 22:04:17.441232,0,Good,Active
USER_0591,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Family,Monthly,29.99,2024-07-27 22:04:17.441232,1,Good,Active
USER_0592,Laptop,Metro_Station_Exit,Captive Portal,Family,Monthly,29.99,2024-08-18 22:04:17.441232,1,Average,Active
USER_0593,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Basic,Monthly,9.99,2025-03-09 22:04:17.441232,2,Average,Active
USER_0594,Smartphone,Central_Park_Bench,Social Login,Business,Monthly,49.99,2025-10-31 22:04:17.441232,0,Awesome,Active
USER_0595,Smart TV,TechHub_Cafe,WPA2-Enterprise,Business,Monthly,49.99,2026-03-19 22:04:17.441232,1,Good,Active
USER_0596,Smartphone,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2024-09-14 22:04:17.441232,0,Average,Active
USER_0597,Laptop,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2025-10-11 22:04:17.441232,1,Good,Active
USER_0598,Smartphone,CoWorking_Space_A,Captive Portal,Free,N/A,0.0,2025-08-30 22:04:17.441232,6,Poor,Active
USER_0599,Smartphone,City_Library_Zone,Captive Portal,Premium,Yearly,19.99,2026-04-07 22:04:17.441232,1,Average,Active
USER_0600,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Free,N/A,0.0,2026-02-11 22:04:17.441232,3,Poor,Inactive
USER_0601,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2025-01-17 22:04:17.441232,2,Average,Active
USER_0602,Smartphone,Gym_Lobby,Captive Portal,Business,Monthly,49.99,2026-06-15 22:04:17.441232,2,Average,Active
USER_0603,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2025-07-30 22:04:17.441232,0,Average,Active
USER_0604,Smartphone,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2025-11-20 22:04:17.441232,6,Poor,Inactive
USER_0605,Smartphone,Central_Park_Bench,Captive Portal,Family,Monthly,29.99,2025-08-15 22:04:17.441232,0,Average,Inactive
USER_0606,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Family,Monthly,29.99,2025-03-08 22:04:17.441232,0,Average,Inactive
USER_0607,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Business,Monthly,49.99,2024-11-30 22:04:17.441232,0,Awesome,Active
USER_0608,Smartphone,Shopping_Mall_Entrance,OTP Verification,Free,N/A,0.0,2026-05-04 22:04:17.441232,7,Leave to other provider,Inactive
USER_0609,Laptop,Gym_Lobby,Captive Portal,Free,N/A,0.0,2026-06-06 22:04:17.441232,0,Good,Active
